accuracy,dataset,network,poolsize
0.571428571429,MiddlePhalanxTW,triplet_siamese_cnn,0.25
0.851,Yoga,triplet_siamese_cnn,0.25
0.633333333333,Beef,triplet_siamese_cnn,0.25
0.886829268293,FacesUCR,triplet_siamese_cnn,0.25
0.8075,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.25
0.824561403509,ToeSegmentation1,triplet_siamese_cnn,0.25
0.998,Two_Patterns,triplet_siamese_cnn,0.25
0.81,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.25
0.770491803279,Lighting2,triplet_siamese_cnn,0.3
0.763260748185,uWaveGestureLibrary_X,triplet_siamese_cnn,0.3
0.833067092652,MoteStrain,triplet_siamese_cnn,0.3
0.689558905639,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.3
0.88,ECG200,triplet_siamese_cnn,0.3
0.834146341463,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.3
0.985074626866,TwoLeadECG,triplet_siamese_cnn,0.3
1.0,Coffee,triplet_siamese_cnn,0.3
0.658974358974,Cricket_Y,triplet_siamese_cnn,0.3
0.811980033278,SonyAIBORobotSurface,triplet_siamese_cnn,0.3
0.864122137405,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.3
0.868780487805,FacesUCR,triplet_siamese_cnn,0.3
0.581453634085,MiddlePhalanxTW,triplet_siamese_cnn,0.3
0.847666666667,Yoga,triplet_siamese_cnn,0.3
0.6,Beef,triplet_siamese_cnn,0.3
0.876585365854,FacesUCR,triplet_siamese_cnn,0.3
0.7825,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.3
0.837719298246,ToeSegmentation1,triplet_siamese_cnn,0.3
0.99425,Two_Patterns,triplet_siamese_cnn,0.3
0.78,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.3
0.770491803279,Lighting2,triplet_siamese_cnn,0.35
0.750977107761,uWaveGestureLibrary_X,triplet_siamese_cnn,0.35
0.85303514377,MoteStrain,triplet_siamese_cnn,0.35
0.691513121161,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.35
0.85,ECG200,triplet_siamese_cnn,0.35
0.785365853659,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.35
0.986830553117,TwoLeadECG,triplet_siamese_cnn,0.35
1.0,Coffee,triplet_siamese_cnn,0.35
0.564102564103,Cricket_Y,triplet_siamese_cnn,0.35
0.760399334443,SonyAIBORobotSurface,triplet_siamese_cnn,0.35
0.823918575064,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.35
0.853658536585,FacesUCR,triplet_siamese_cnn,0.35
0.568922305764,MiddlePhalanxTW,triplet_siamese_cnn,0.35
0.813666666667,Yoga,triplet_siamese_cnn,0.35
0.7,Beef,triplet_siamese_cnn,0.35
0.860975609756,FacesUCR,triplet_siamese_cnn,0.35
0.8175,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.35
0.881578947368,ToeSegmentation1,triplet_siamese_cnn,0.35
0.99625,Two_Patterns,triplet_siamese_cnn,0.35
0.7975,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.35


0.72131147541,Lighting2,triplet_siamese_cnn,0.45
0.736460078169,uWaveGestureLibrary_X,triplet_siamese_cnn,0.45
0.834664536741,MoteStrain,triplet_siamese_cnn,0.45
0.65522054718,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.45
0.86,ECG200,triplet_siamese_cnn,0.45
0.819512195122,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.45
0.998244073749,TwoLeadECG,triplet_siamese_cnn,0.45
0.964285714286,Coffee,triplet_siamese_cnn,0.45
0.566666666667,Cricket_Y,triplet_siamese_cnn,0.45
0.853577371048,SonyAIBORobotSurface,triplet_siamese_cnn,0.45
0.836132315522,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.45
0.836097560976,FacesUCR,triplet_siamese_cnn,0.45
0.581453634085,MiddlePhalanxTW,triplet_siamese_cnn,0.45
0.811,Yoga,triplet_siamese_cnn,0.45
0.7,Beef,triplet_siamese_cnn,0.45
0.835609756098,FacesUCR,triplet_siamese_cnn,0.45
0.815,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.45
0.842105263158,ToeSegmentation1,triplet_siamese_cnn,0.45
0.99675,Two_Patterns,triplet_siamese_cnn,0.45
0.8,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.45
0.803278688525,Lighting2,triplet_siamese_cnn,0.5
0.725572305974,uWaveGestureLibrary_X,triplet_siamese_cnn,0.5
0.819488817891,MoteStrain,triplet_siamese_cnn,0.5
0.648520379676,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.5
0.88,ECG200,triplet_siamese_cnn,0.5
0.814634146341,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.5
0.959613696225,TwoLeadECG,triplet_siamese_cnn,0.5
1.0,Coffee,triplet_siamese_cnn,0.5
0.525641025641,Cricket_Y,triplet_siamese_cnn,0.5
0.855241264559,SonyAIBORobotSurface,triplet_siamese_cnn,0.5
0.796946564885,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.5
0.798048780488,FacesUCR,triplet_siamese_cnn,0.5
0.556390977444,MiddlePhalanxTW,triplet_siamese_cnn,0.5
0.801,Yoga,triplet_siamese_cnn,0.5
0.666666666667,Beef,triplet_siamese_cnn,0.5
0.812682926829,FacesUCR,triplet_siamese_cnn,0.5
0.8075,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.5
0.802631578947,ToeSegmentation1,triplet_siamese_cnn,0.5
0.99125,Two_Patterns,triplet_siamese_cnn,0.5
0.7825,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.5
0.704918032787,Lighting2,triplet_siamese_cnn,0.75
0.677833612507,uWaveGestureLibrary_X,triplet_siamese_cnn,0.75
0.797923322684,MoteStrain,triplet_siamese_cnn,0.75
0.626744835288,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.75
0.81,ECG200,triplet_siamese_cnn,0.75
0.839024390244,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.75
0.953467954346,TwoLeadECG,triplet_siamese_cnn,0.75
1.0,Coffee,triplet_siamese_cnn,0.75
0.515384615385,Cricket_Y,triplet_siamese_cnn,0.75
0.855241264559,SonyAIBORobotSurface,triplet_siamese_cnn,0.75
0.760305343511,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.75
0.779024390244,FacesUCR,triplet_siamese_cnn,0.75
0.556390977444,MiddlePhalanxTW,triplet_siamese_cnn,0.75
0.753333333333,Yoga,triplet_siamese_cnn,0.75
0.633333333333,Beef,triplet_siamese_cnn,0.75
0.763902439024,FacesUCR,triplet_siamese_cnn,0.75
0.775,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.75
0.815789473684,ToeSegmentation1,triplet_siamese_cnn,0.75
0.99425,Two_Patterns,triplet_siamese_cnn,0.75
0.7975,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.75
0.737704918033,Lighting2,triplet_siamese_cnn,1.0
0.64126186488,uWaveGestureLibrary_X,triplet_siamese_cnn,1.0
0.817092651757,MoteStrain,triplet_siamese_cnn,1.0
0.587660524846,uWaveGestureLibrary_Z,triplet_siamese_cnn,1.0
0.84,ECG200,triplet_siamese_cnn,1.0
0.775609756098,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,1.0
0.980684811238,TwoLeadECG,triplet_siamese_cnn,1.0
1.0,Coffee,triplet_siamese_cnn,1.0
0.420512820513,Cricket_Y,triplet_siamese_cnn,1.0
0.910149750416,SonyAIBORobotSurface,triplet_siamese_cnn,1.0
0.754198473282,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,1.0
0.765853658537,FacesUCR,triplet_siamese_cnn,1.0
0.538847117794,MiddlePhalanxTW,triplet_siamese_cnn,1.0
0.764,Yoga,triplet_siamese_cnn,1.0
0.633333333333,Beef,triplet_siamese_cnn,1.0
0.752195121951,FacesUCR,triplet_siamese_cnn,1.0
0.77,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,1.0
0.798245614035,ToeSegmentation1,triplet_siamese_cnn,1.0
0.8965,Two_Patterns,triplet_siamese_cnn,1.0
0.8025,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,1.0
0.819672131148,Lighting2,triplet_siamese_cnn,0.4
0.754048017867,uWaveGestureLibrary_X,triplet_siamese_cnn,0.4
0.835463258786,MoteStrain,triplet_siamese_cnn,0.4
0.663037409269,uWaveGestureLibrary_Z,triplet_siamese_cnn,0.4
0.86,ECG200,triplet_siamese_cnn,0.4
0.819512195122,ProximalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.4
0.993854258121,TwoLeadECG,triplet_siamese_cnn,0.4
0.964285714286,Coffee,triplet_siamese_cnn,0.4
0.594871794872,Cricket_Y,triplet_siamese_cnn,0.4
0.845257903494,SonyAIBORobotSurface,triplet_siamese_cnn,0.4
0.850890585242,NonInvasiveFatalECG_Thorax2,triplet_siamese_cnn,0.4
0.583959899749,MiddlePhalanxTW,triplet_siamese_cnn,0.4
0.807333333333,Yoga,triplet_siamese_cnn,0.4
0.666666666667,Beef,triplet_siamese_cnn,0.4
0.82,FacesUCR,triplet_siamese_cnn,0.4
0.815,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.4
0.842105263158,ToeSegmentation1,triplet_siamese_cnn,0.4
0.996,Two_Patterns,triplet_siamese_cnn,0.4
0.8,DistalPhalanxOutlineAgeGroup,triplet_siamese_cnn,0.4
